oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106010983,106010983,010983,VALLEY MEMORIAL HOSPITAL - LIVERMORE,1111 E. STANLEY BOULEVARD,LIVERMORE,94550,,NO,1.2,, 05 - East Bay, Alameda,General Acute Care,Non-Profit Corporation (incl. Church-related),Long-Term Care (SN/IC),41,0,11894,10420,,,2984,2650,3708,3461,3323,2202,1413,903,966,704,,1842,1455,3372,38,898,77,14632,465,216,60,,,3,21293,,1,260,0,0,,16,3318,2657,1507,11618,3214,718,,34,480,1,940,309,1127,524,7121,918,14,1253,1145,33,601,1963,701,4432,2176,127,174,12,330,10,9,264,14582,3222,224,890,89,164,41,,22314,1886,1594,,,91,174,234,426,464,522,508,944,58,59,,248,137,310,1,89,6,2689,114,14,168,340,92,93,52,2025,528,54,0,0,0,0,0,411,1670,1111,144,144,82,41,740,,587,172,184,226,323,79,79,78,3,43,585,94,153,1,10,184,27,371,2,10,3,9,2779,28,8,9,32,11,6,1,,3480,2007
106010987,106010987,010987,WASHINGTON HOSPITAL - FREMONT,2000 MOWRY AVENUE,FREMONT,94538,,NO, 2l,, 05 - East Bay, Alameda,General Acute Care,District,General Medical / Surgical,337,Basic,19783,16975,,,5150,3769,5915,5369,5452,3876,2059,1945,1894,1329,,1814,908,2123,7,1314,218,30374,199,233,67,32,2,,35521,277,,427,0,0,,,11025,5869,1784,10921,7159,1218,1,125,894,7,1941,578,1649,958,8418,2112,66,2343,1300,65,1957,3426,1415,8285,2585,186,330,19,495,51,4,223,27761,3697,152,920,104,221,10,,36758,3673,3102,,,126,271,413,686,928,952,1236,1894,98,171,,1558,354,792,5,71,8,3987,82,61,293,663,106,3,123,4316,1127,1,0,0,0,0,0,984,3881,1432,311,167,67,76,1444,4,1111,309,374,429,808,140,161,124,5,63,981,150,510,1,18,450,48,403,12,37,14,15,5597,114,5,21,45,9,4,,1,6775,2007
106013619,106013619,013619,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,SAN LEANDRO,94578,,NO, 2h,, 05 - East Bay, Alameda,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,93,Basic,11320,8267,8,,862,1545,3657,3018,3687,3020,1342,986,1330,148,,1289,9305,2981,237,726,395,4662,174,374,63,3,,,18219,292,2,,0,0,468,,2925,4318,4691,3221,4440,390,,185,517,,1117,568,1109,279,4632,1621,38,1169,801,2,997,2121,964,3085,1270,102,344,19,511,8,129,182,14157,1866,78,712,110,90,17,,19595,2044,1496,,,15,113,150,373,546,435,631,1277,,,,333,1223,385,11,50,79,1459,108,85,175,386,120,27,57,1873,709,,0,0,0,0,0,545,2393,335,216,51,6,82,800,,518,257,214,165,309,69,81,66,2,66,574,102,229,,,203,34,405,3,6,233,9,2547,42,1,8,23,23,3,,,3540,2007
106013687,106013687,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,"3012 SUMMIT STREET, 5TH FLOOR",OAKLAND,94609,,NO, 2m,, 05 - East Bay, Alameda,Chemical Dependency Recovery Hospital,Non-Profit Corporation (incl. Church-related),Chemical Dependency (Alcohol/Drug),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,,,,,,,,,,,,2,,,,,,,,2,,,0,0,0,0,0,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,2,2007
106014132,106014132,014132,KAISER FND HOSP - FREMONT,39400 PASEO PADRE PARKWAY,FREMONT,94538,,NO, 2l,, 05 - East Bay, Alameda,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,106,Basic,10729,8953,2,,2361,2154,2650,2646,2829,2453,1658,1355,1144,434,,4422,1554,4206,40,680,289,8493,128,181,21,9,5,,18905,12,9,194,17,0,198,5,1084,3282,144,13816,1358,208,,58,665,5,1107,376,802,324,4240,1045,51,983,545,9,850,1329,438,6649,298,2,1,4,74,,,16,18890,98,7,278,11,2,3,,19684,2016,1802,,,36,158,194,372,594,669,889,906,,,,597,227,555,11,41,5,2382,300,43,142,470,28,2,106,2220,505,2,0,0,0,0,0,97,2108,1555,52,6,15,55,807,5,729,194,318,266,323,70,115,59,6,38,539,91,188,,,208,28,429,,18,,6,3013,74,3,8,17,7,6,1,,3818,2007
106034002,106034002,034002,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,95642,,NO,4,, 06 - North San Joaquin, Amador,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,42,Basic,7242,6228,2,,1212,1569,1971,1659,2039,1816,1104,876,969,257,,68,63,395,89,41,5,12811,380,192,23,,,,12839,,,28,0,0,,10,2999,2806,1002,4778,1887,45,,26,421,3,839,155,681,305,4400,745,33,822,295,4,372,1472,753,2101,1307,76,44,19,117,7,4,250,9032,1917,94,458,56,78,13,,13472,851,789,,,33,59,79,164,222,283,313,463,4,20,,7,10,21,10,4,1,1587,126,4,65,121,14,4,51,1096,124,35,0,0,0,0,0,146,970,322,132,70,12,18,341,2,269,82,86,67,221,29,40,34,,16,229,31,159,1,3,157,22,41,2,3,3,4,1356,17,1,19,10,3,2,,,1640,2007
106040802,106040802,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,240 SPRUCE STREET,GRIDLEY,95948,Level IV,NO,9,, 01 - Northern California, Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,24,Standby,4161,3443,,,1120,1046,1004,1028,968,694,408,584,560,192,,31,47,1618,40,166,15,5687,,,1,,,,7597,,,,0,0,,6,3208,1697,187,1687,825,37,,19,202,2,620,92,464,214,2111,533,10,579,126,2,202,886,425,1080,539,14,22,14,45,1,40,118,5431,1086,42,169,9,56,18,,7604,317,249,,,16,31,33,66,61,68,98,193,,,,12,3,79,,,,472,40,8,17,9,4,,2,387,99,,0,0,0,0,0,84,365,58,55,4,,16,105,1,73,25,41,11,55,15,9,21,1,15,97,19,62,,,35,5,7,,1,,4,501,3,1,2,6,,1,,,566,2007
106040875,106040875,040875,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,95969,,NO,8,, 01 - Northern California, Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,101,Basic,8255,6492,,,1271,1607,2001,1629,2087,1838,1216,1155,1654,289,,54,98,379,,13,88,14115,122,190,43,25,1,3,14068,64,,4,0,0,225,2,5528,4331,435,3263,1190,167,,19,514,7,1142,253,704,259,3810,1091,25,856,482,3,538,1424,867,2586,1282,95,117,16,115,2,49,200,10691,1582,90,374,35,93,6,,14747,1518,1274,,,55,99,113,210,351,397,556,973,14,24,,3,7,41,,4,15,2722,157,41,85,508,48,,9,1482,461,1,0,0,0,0,0,321,1883,403,151,34,18,18,596,2,465,128,94,313,332,40,74,39,,26,365,49,229,1,3,205,45,163,1,1,4,7,2275,39,4,17,23,7,,1,,2792,2007
106040937,106040937,040937,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,95966,Level III,NO,10,, 01 - Northern California, Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,133,Basic,12481,9923,1,,1966,2623,3562,3278,4499,2670,1398,986,883,540,,536,733,1306,851,206,10,18763,194,390,56,3,,,21513,12,,237,0,0,,,10821,4151,1124,3965,2344,375,,42,481,6,1141,309,1265,539,5285,2025,46,1418,259,6,992,1952,1409,4855,1620,69,119,17,306,70,70,291,16232,2492,233,632,85,142,27,,22405,3114,2611,,,123,253,341,807,958,884,1018,1156,55,130,,131,119,226,109,38,2,5100,218,166,157,337,33,,33,4141,628,12,0,0,0,0,0,1317,3158,637,541,72,62,52,893,1,850,306,338,215,601,128,103,93,6,75,983,278,731,,10,308,78,331,12,16,6,52,4735,70,12,46,39,18,1,1,,5725,2007
106040962,106040962,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,1531 ESPLANADE,CHICO,95926,Level II,NO,7.1,, 01 - Northern California, Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,208,Basic,9254,9170,,,1075,2046,3810,2051,2352,2106,1571,1353,1871,189,,154,402,1810,113,766,104,15075,104,153,57,9,14,1,17633,267,1,183,0,0,,2,2,5511,783,8445,3683,262,,30,605,10,1081,234,957,189,5297,1127,41,610,357,7,900,1214,592,4911,1311,111,173,27,444,29,3,212,12824,2050,180,861,84,103,12,,18424,3713,3423,,2,211,455,436,729,986,1033,1139,1992,64,93,,80,98,582,55,203,34,6086,84,89,309,924,388,39,56,4149,1092,8,0,0,0,0,0,1036,3996,1351,632,123,42,62,1257,5,1089,297,486,361,1168,167,201,119,3,69,1155,191,458,,8,553,80,487,67,39,18,29,5399,90,35,254,64,9,13,1,,7138,2007
106050932,106050932,050932,MARK TWAIN ST. JOSEPHS HOSPITAL,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,,NO,12,, 06 - North San Joaquin, Calaveras,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,48,Basic,4724,4296,,3,915,1312,1205,1009,1279,1163,745,655,589,151,,51,104,472,34,69,102,8191,179,151,26,,2,2,8563,1,1,42,8,0,,48,1968,1845,347,3217,1646,77,,9,237,3,696,153,473,231,2919,486,7,536,370,2,358,915,458,1093,821,62,74,13,89,3,61,204,5837,1289,73,364,19,98,16,,9023,731,581,,,35,37,39,131,190,230,288,360,,2,,11,10,33,3,11,11,1233,112,7,47,132,5,3,9,821,174,2,0,0,0,0,0,155,852,221,68,16,3,13,284,,186,81,51,57,145,21,24,28,3,34,184,37,161,,,100,27,73,4,2,45,18,991,16,2,10,14,1,6,3,,1312,2007
106060870,106060870,060870,COLUSA REGIONAL MEDICAL CENTER,199 EAST WEBSTER STREET,COLUSA,95932,Level IV,NO,15,, 01 - Northern California, Colusa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,42,Standby,2698,2552,,,853,689,751,687,563,571,320,288,291,237,,50,123,1925,84,35,6,3027,200,26,6,3,1,,4935,26,2,35,0,0,16,,1542,903,591,1538,676,141,,12,123,3,327,94,208,106,1550,381,15,321,104,3,145,441,214,1062,385,14,39,3,68,45,28,124,3464,744,40,203,22,50,21,,5250,325,274,,,23,26,27,51,64,91,116,179,4,18,,10,6,124,6,2,,451,42,7,22,29,1,,5,403,88,2,0,0,0,0,0,76,367,95,58,3,11,6,105,,96,36,42,28,37,21,7,9,,14,120,13,54,,,18,5,31,,5,11,3,507,6,,4,8,,1,,,599,2007
