oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106010983,106010983,010983,VALLEY MEMORIAL HOSPITAL - LIVERMORE,1111 E. STANLEY BOULEVARD,LIVERMORE,94550,,NO,1.2,,05 - East Bay,Alameda,General Acute Care,Non-Profit Corporation (incl. Church-related),Long-Term Care (SN/IC),41,0,11185,10293,1,,3034,2577,3448,3479,3238,2052,1206,859,901,685,,1662,1245,3246,58,783,124,14361,498,172,51,,,2,20455,,,272,0,0,,29,2939,2410,1756,11303,3071,616,,29,450,2,1000,295,1023,583,6761,969,36,1253,1075,14,574,1828,686,4285,1931,140,128,14,319,6,23,270,14003,3287,214,855,124,138,27,,21479,2030,1778,,,65,156,278,530,519,533,571,984,69,103,,261,148,299,10,78,24,2988,141,32,183,273,110,78,61,2387,492,51,0,0,0,0,0,338,1784,1375,175,136,45,36,717,2,679,173,187,180,340,88,81,83,4,62,604,100,417,,10,199,39,385,4,7,4,15,3043,43,3,15,37,10,4,,,3808,2006
106010987,106010987,010987,WASHINGTON HOSPITAL - FREMONT,2000 MOWRY AVENUE,FREMONT,94538,,NO,2l,,05 - East Bay,Alameda,General Acute Care,District,General Medical / Surgical,337,Basic,17642,15189,,,4682,3496,5562,5167,4949,3099,1726,1561,1499,1090,,1676,743,1899,8,984,83,27438,110,209,53,118,2,,31731,136,,376,0,0,32,64,,,32831,,,999,,79,668,9,1779,434,1459,867,8276,2038,41,1852,1218,46,1608,3180,1253,7025,2476,152,241,19,498,83,5,252,23824,3737,181,1029,102,221,11,,32831,4073,3316,,,124,336,487,845,1012,1040,1368,1912,85,180,,1552,315,683,9,42,25,4763,119,61,303,644,83,7,109,5038,1025,,0,0,0,0,0,1207,3888,1730,513,51,71,81,1640,6,1172,365,418,396,661,142,157,96,6,77,1080,199,805,2,15,365,43,290,12,10,21,12,6458,91,9,35,33,7,2,1,,7389,2006
106013619,106013619,013619,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,SAN LEANDRO,94578,,NO,2h,,05 - East Bay,Alameda,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,93,Basic,10783,7944,4,,800,1449,3625,3042,3451,2647,1177,1038,1371,130,1,1282,8647,2616,243,652,542,4749,217,375,69,3,,,17336,323,,,0,0,408,,2673,4042,4596,3205,4215,339,1,138,414,,994,483,1131,258,4496,1624,16,954,838,5,897,1940,984,3219,1185,85,241,14,469,4,135,187,13719,1782,42,680,102,78,8,,18731,2245,1590,1,,20,107,196,389,504,474,700,1446,,,,391,1222,410,22,53,149,1589,99,76,165,413,85,,57,2060,880,1,0,0,0,0,0,481,2646,392,258,59,3,69,889,1,568,285,215,238,298,85,78,62,2,68,587,88,300,,,172,45,486,11,6,222,20,2746,49,2,7,23,46,1,,,3836,2006
106013687,106013687,013687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,"3012 SUMMIT STREET, 5TH FLOOR",OAKLAND,94609,,NO,2m,,05 - East Bay,Alameda,Chemical Dependency Recovery Hospital,Non-Profit Corporation (incl. Church-related),Chemical Dependency (Alcohol/Drug),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,2,,,0,0,0,0,0,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,2,2006
106014132,106014132,014132,KAISER FND HOSP - FREMONT,39400 PASEO PADRE PARKWAY,FREMONT,94538,,NO,2l,,05 - East Bay,Alameda,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,106,Basic,10977,9085,4,,2283,2159,2768,2826,3043,2458,1573,1401,1104,451,,3666,1528,3671,42,1261,2046,7852,141,171,21,36,8,2,19252,9,10,198,0,0,194,24,995,3226,281,14076,1488,172,,58,615,4,1224,291,870,269,4196,1134,31,1009,875,6,817,1385,489,6621,388,1,2,5,100,,,33,19015,143,7,353,5,11,3,,20066,2144,1922,,,56,135,216,475,651,676,915,942,,,,640,208,559,10,74,5,2570,304,57,152,331,46,14,113,2591,457,1,0,0,0,0,0,66,2236,1686,65,13,11,43,896,2,714,181,313,253,315,74,128,33,1,64,521,72,445,,,178,24,381,4,11,,9,3357,62,1,7,22,4,6,,,4066,2006
106034002,106034002,034002,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,95642,,NO,4,,06 - North San Joaquin,Amador,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,42,Basic,7184,6273,,,1137,1696,1856,1572,2133,1882,1033,895,1039,214,,37,38,413,65,34,10,12860,369,208,22,2,,,12821,2,,23,2,0,,8,2969,2501,2262,5262,463,30,,22,398,4,723,133,664,309,4357,898,28,837,234,3,369,1310,691,2447,1485,73,31,12,141,2,1,260,8984,1749,69,474,45,116,15,,13457,768,753,,,26,53,56,173,287,202,292,412,6,14,,7,2,18,8,4,1,1481,129,7,71,46,1,,13,980,244,30,0,0,0,0,0,123,881,343,135,39,10,8,328,3,249,55,95,60,179,29,43,36,3,19,231,33,140,,,165,9,38,1,1,2,3,1266,9,,8,16,2,1,,,1521,2006
106040802,106040802,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,240 SPRUCE STREET,GRIDLEY,95948,Level IV,NO,9,,01 - Northern California,Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,24,Basic,4200,3261,,,1137,1109,1045,940,1014,695,414,524,364,219,,26,30,1677,35,150,14,5529,1,,,,,,7451,1,,,0,0,1,7,3217,1445,218,1803,778,58,,9,141,2,549,81,411,221,2129,510,11,679,131,1,178,932,418,1000,560,18,13,11,44,1,29,106,5315,1054,41,192,10,49,18,,7461,257,225,,,7,17,31,48,50,57,106,166,,,,10,2,71,,,,399,53,3,15,8,4,,2,290,107,,0,0,0,0,0,57,336,47,39,3,1,7,100,,61,40,33,9,57,10,12,7,,8,88,15,34,,,35,6,7,,,2,2,414,7,,2,5,,2,,,482,2006
106040875,106040875,040875,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,95969,,NO,8,,01 - Northern California,Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,101,Basic,8272,6452,1,,1245,1583,1893,1642,2234,1876,1138,1154,1642,318,,47,74,304,,105,118,14077,152,117,40,19,,2,14182,52,,,0,0,161,,5620,4365,454,3266,1020,88,,37,615,6,985,211,820,306,3674,1059,14,903,434,1,498,1605,800,2669,1247,73,118,22,145,,50,161,10669,1683,68,375,22,89,3,,14725,1492,1263,,,47,74,102,180,350,387,548,1000,26,41,,5,8,35,1,3,2,2701,146,30,109,503,22,,13,1391,541,,0,0,0,0,0,362,1899,348,119,27,13,25,585,3,448,105,103,283,336,54,88,22,2,21,434,44,187,,2,223,39,132,1,1,2,10,2265,39,2,15,18,5,2,1,,2755,2006
106040937,106040937,040937,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,95966,Level III,NO,10,,01 - Northern California,Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,133,Basic,13199,10288,1,,1987,2762,3871,3404,5064,2547,1384,1010,850,609,,605,774,1382,1062,123,5,19537,245,325,56,,,,22554,22,,286,0,0,,,11343,4247,1190,4128,2580,435,,25,481,2,1207,303,1143,579,5689,2217,54,1501,196,9,993,2395,1594,4665,1615,46,104,33,285,64,19,287,17277,2646,234,661,60,133,24,,23488,3053,2716,,,132,232,384,868,928,856,1034,1166,50,119,,132,154,248,143,38,8,5046,224,190,154,348,26,1,41,4019,744,22,0,0,0,0,0,1298,3182,667,528,94,38,52,924,2,895,274,292,217,588,128,168,77,8,78,1004,330,690,,4,286,79,315,19,26,9,70,4771,82,8,43,33,22,2,4,,5769,2006
106040962,106040962,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,1531 ESPLANADE,CHICO,95926,Level II,NO,7.1,,01 - Northern California,Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,208,Basic,9354,9202,1,,1037,2099,3593,2096,2333,2106,1663,1425,2013,192,,167,382,1595,79,750,109,15475,98,124,61,26,13,3,17822,264,1,145,0,0,,,3,5989,747,8379,3439,216,,26,705,4,1101,331,977,228,5566,1014,34,603,384,3,810,1299,605,4651,1453,128,186,23,377,40,3,206,12724,2123,162,922,78,123,9,,18557,3564,3313,,2,198,402,404,679,920,960,1215,1926,78,97,,71,104,529,33,221,27,5894,107,78,309,893,364,24,66,4060,971,7,0,0,0,0,0,1005,4011,1275,479,109,44,69,1273,6,1078,299,429,273,1110,144,214,108,2,69,1194,141,411,,15,489,72,426,49,47,8,34,5270,91,43,263,55,14,17,1,,6879,2006
106050932,106050932,050932,MARK TWAIN ST. JOSEPHS HOSPITAL,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,,NO,12,,06 - North San Joaquin,Calaveras,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,48,Basic,4763,4451,,3,914,1304,1159,1138,1281,1186,763,667,660,145,,37,94,438,24,77,128,8419,202,195,27,,,3,8670,10,1,46,5,0,,58,1963,1982,378,3297,1597,89,,14,314,4,680,164,492,193,2985,470,21,582,306,2,325,1017,509,1050,927,88,86,19,96,14,47,218,5892,1218,85,378,33,110,6,,9217,673,558,,,22,33,44,134,191,225,245,330,,7,,5,7,34,3,8,5,1169,112,8,66,125,7,1,10,752,150,,0,0,0,0,0,146,761,237,69,18,17,18,246,,207,76,47,62,157,31,20,10,3,21,193,29,94,,,112,24,66,2,9,54,13,900,27,2,7,9,1,4,1,,1231,2006
106060870,106060870,060870,COLUSA REGIONAL MEDICAL CENTER,199 EAST WEBSTER STREET,COLUSA,95932,Level IV,NO,15,,01 - Northern California,Colusa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,42,Standby,2782,2693,,,852,715,779,683,608,525,365,324,365,259,,59,74,1982,70,39,4,3247,178,15,11,1,,,5227,28,,,0,0,15,,1580,1059,564,1546,726,105,,35,138,4,338,83,206,168,1656,349,33,349,88,3,103,556,204,1057,445,19,44,6,57,52,23,125,3644,759,43,150,19,63,26,,5475,326,261,,,16,35,26,43,86,98,115,151,6,11,,8,4,138,6,3,,428,47,3,9,40,3,1,5,387,92,,0,0,0,0,0,85,346,88,55,13,9,7,105,,128,35,52,23,30,10,7,5,1,9,113,12,41,,,21,8,37,1,7,4,5,491,3,4,2,4,,,,,587,2006
