oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Cntrl_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,CONGRESSIONAL_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,SENATE_DISTRICT_DESC,LA_COUNTY_SPA_DESC,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Other,Sex_Unknown,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,oshpd9,CONTROL_TYPE_DESC,blank
106150761,150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Non-Profit - Corporation,General Acute Care Hospital,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,100-149,N,N,,Santa Barbara -- District 23,District 34,District 16,,Bakersfield Northwest/Rosedale,Urban,,,Emergency - Basic,35223,26054,,,10336,8165,12082,8694,6455,5782,3518,1981,1824,2440,,910,7787,26024,92,1220,126,25118,801,486,158,,4,17,,,144,7,59482,104,74,,,25209,9946,1693,14479,9950,2221,299,925,23,3445,1131,4300,1688,12885,2841,83,4694,1518,173,1531,9107,3089,11323,1,,4029,245,526,26,794,39,455,723,47050,5172,235,1327,271,353,32,,61277,297,56157,4823,3477,3561,,,138,716,832,993,1388,1158,879,933,,1,,203,720,2182,76,,3815,42,144,110,178,339,337,64,28,4489,658,691,0,0,0,0,0,1255,2719,134,2281,649,85,130,820,1486,365,571,529,902,166,198,299,12,104,807,240,322,,2,,429,63,413,45,42,532,5234,110,8,20,64,27,1,33,17,,7038,78,6346,614,2013,106150761,Nonprofit - Corporation,
106150782,150782,RIDGECREST REGIONAL HOSPITAL,KERN,Non-Profit - Corporation,General Acute Care Hospital,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,50-99,Y,N,,Santa Barbara -- District 23,District 34,District 16,,Inyokern/Ridgecrest,Rural,SMALL/RURAL,,Emergency - Basic,8911,7119,,,1646,1583,2544,2147,1843,2131,1477,1224,1040,395,,170,1137,1997,12,452,325,11937,618,124,26,6,2,1,,175,33,,14948,76,,4,17,4431,3596,1772,4109,2122,350,75,642,4,1271,270,1128,259,3480,1093,34,994,648,26,424,1689,664,2979,,,1259,76,235,11,170,6,202,226,11496,1739,78,402,51,71,8,,16030,38,15516,476,602,553,,,29,62,66,93,170,198,241,246,21,29,,17,44,80,16,7,987,4,82,13,56,120,9,,,672,203,,0,0,0,0,0,150,630,51,253,71,17,11,157,242,82,47,144,96,24,27,13,,11,216,33,27,4,,4,48,18,80,3,1,54,898,12,1,9,19,6,1,5,,,1155,1,1131,23,2013,106150782,,
106150788,150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Non-Profit - Corporation,General Acute Care Hospital,2615 CHESTER AVENUE,BAKERSFIELD,93301,200-299,N,N,,Santa Barbara -- District 23,District 34,District 16,,Bakersfield Northeast/Oildale,Urban,,,Emergency - Basic,34838,25845,,2,9858,6892,11241,8032,6819,6429,4275,2491,2030,2615,3,441,6346,28821,98,3423,732,20824,860,3214,59,29,32,21,16,381,72,31,55535,325,13,1,96,28263,10226,1965,10611,9620,2667,257,1174,16,3498,649,3655,1612,10005,3435,76,3722,1717,186,1386,7743,2906,15981,,,3197,186,567,89,717,76,376,647,48667,4332,189,1125,134,294,89,,60685,97,51452,9136,5201,6174,,,200,744,927,1394,2171,2241,1706,1680,119,193,,172,1145,3632,189,66,6153,18,189,289,349,562,358,86,58,7129,1227,1128,0,0,0,0,0,1823,5432,1409,1835,876,106,168,2572,1659,494,506,1371,1343,203,251,305,6,130,1203,256,742,1,9,50,664,63,669,155,45,707,8489,255,11,35,116,31,41,36,58,,11375,61,9874,1440,2013,106150788,Nonprofit - Corporation,
106150808,150808,TEHACHAPI HOSPITAL,KERN,Public - District,General Acute Care Hospital,115 WEST E STREET,TEHACHAPI,93561,1-49,Y,N,,Santa Barbara -- District 23,District 34,District 16,,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,SMALL/RURAL,,Emergency - Standby,6961,5738,,1,1999,1653,1806,1509,1455,1383,1086,756,697,356,,18,829,2171,,96,85,9501,831,450,24,,1,,35,91,3,19,11238,6,1,,1,4753,2209,499,3301,1938,237,47,454,8,896,226,938,464,3133,460,18,825,564,14,362,1753,528,1773,,,774,86,99,7,130,5,53,152,9968,962,66,250,60,67,21,,12700,29,12329,342,13,10,,,2,2,,1,5,3,4,6,,,,,2,3,,,18,,2,,,,,,,21,,,0,0,0,0,0,3,13,,4,3,,,3,3,2,5,,,,,,,1,4,,5,,,,,1,,,,,21,,,,,,,,1,,23,1,21,1,2013,106150808,Public - District,
106154101,154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Corporation,General Acute Care Hospital,3001 SILLECT AVENUE,BAKERSFIELD,93308,1-49,N,N,,Santa Barbara -- District 23,District 34,District 16,,Bakersfield Northwest/Rosedale,Urban,,,Emergency - Basic,4586,3609,,1,366,498,1030,1238,1327,1261,915,839,673,49,,74,415,1834,1,181,12,5679,156,819,28,3,5,2,11,18,3,11,7088,35,,,17,2531,2656,145,1853,1011,52,49,653,1,385,197,441,87,1041,614,10,383,109,2,166,611,337,3058,,,368,20,48,3,61,5,66,76,6927,453,22,107,3,24,13,,8196,33,7956,207,1609,1684,,,11,58,124,229,466,739,841,825,,,,32,190,658,92,,2320,1,58,66,115,226,91,8,79,2364,284,2,0,0,0,0,0,287,2386,74,426,120,2,36,1405,309,132,179,249,123,61,39,83,1,13,413,52,196,,,,96,14,264,1,6,209,2651,23,,4,8,2,,8,7,,3293,32,3100,161,2013,106154101,Investor - Limited Liability Company,
106160702,160702,CORCORAN DISTRICT HOSPITAL,KINGS,Public - District,General Acute Care Hospital,1310 HANNA AVENUE,CORCORAN,93212,1-49,Y,N,,Tulare -- District 21,District 32,District 14,,Corcoran/Kettleman City/Stratford,Rural,SMALL/RURAL,,Emergency - Standby,950,800,,,444,237,305,233,178,130,85,33,24,81,,,125,1141,,19,35,430,8,1,1,,,,4,,,,1736,,,,,1012,167,20,277,274,53,3,28,1,113,24,81,101,218,99,2,222,37,,60,404,51,253,,,66,2,2,1,18,,1,10,1530,94,4,13,1,7,1,,1750,1,1507,242,56,44,,,2,12,14,14,24,10,13,11,,,,1,10,55,4,,30,,1,1,,,1,,,82,1,14,0,0,0,0,0,29,26,12,14,19,,1,10,12,5,14,2,6,,2,,6,3,22,7,10,,,,1,,,1,1,3,94,,,,,,,,,,100,,84,16,2013,106160702,Public - District,
106164029,164029,ADVENTIST MEDICAL CENTER,KINGS,Non-Profit - Corporation,General Acute Care Hospital,115 MALL DRIVE,HANFORD,93230,100-149,N,N,,Tulare -- District 21,District 32,District 14,,Armona/Hanford/Lemoore,Urban,,,Emergency - Basic,56923,42753,,1,21140,13562,16585,13696,11575,8728,4737,3235,2503,3913,3,,3811,66279,164,3987,52,25384,1292,1736,89,751,1,,11,148,254,111,95010,259,4,,11,52818,12094,5615,14559,14591,3140,261,1418,35,8258,992,6204,2849,19278,5390,122,8054,2021,121,3031,16973,4282,17245,3,,5763,336,694,59,811,88,447,1262,78203,9218,352,1681,216,494,53,,99677,180,78974,20523,4049,3475,,,143,502,634,797,1243,1297,1317,1517,29,45,,37,294,3589,51,11,3535,7,222,131,279,795,66,13,8,5160,832,18,0,0,0,0,0,1612,3545,189,1280,898,109,188,1097,1345,560,616,691,603,104,158,161,5,67,1070,241,500,,1,8,364,94,437,8,36,391,5960,105,7,22,47,13,1,28,11,,7524,44,6041,1439,2013,106164029,Nonprofit - Corporation,
106171049,171049,ST. HELENA HOSPITAL - CLEARLAKE,LAKE,Non-Profit - Corporation,General Acute Care Hospital,15630 18TH AVE - HWY 53,CLEARLAKE,95422,1-49,Y,N,,Sacramento -- District 3,District 4,District 2,,Clearlake/Clearlake Oaks,Rural,SMALL/RURAL,,Emergency - Standby,9536,7872,,1,1573,1462,2834,2253,2098,2724,1922,1154,1051,338,,67,821,1437,166,82,153,14683,2033,400,45,1,1,,9,118,76,2,14629,49,44,2,,8054,4787,261,2140,2167,376,34,724,12,1060,409,743,344,3730,1160,27,874,409,11,847,1873,1052,3724,,,1196,81,88,16,186,14,132,293,13260,1534,102,330,99,59,19,,17409,12,17015,382,623,461,,,23,66,66,107,239,203,167,197,2,14,,3,32,64,5,19,956,5,143,37,14,54,10,,4,743,77,2,0,0,0,0,0,248,579,24,85,148,22,16,97,239,64,76,60,86,16,22,10,1,23,242,68,39,,1,2,38,22,127,3,4,71,750,20,1,3,14,4,1,20,5,1,1084,1,1067,16,2013,106171049,Nonprofit - Corporation,
106171395,171395,SUTTER LAKESIDE HOSPITAL,LAKE,Non-Profit - Corporation,General Acute Care Hospital,5176 HILL ROAD EAST,LAKEPORT,95453,1-49,Y,N,Level IV,Sacramento -- District 3,District 4,District 2,,Kelseyville/Lakeport,Rural,SMALL/RURAL,,Emergency - Basic,9450,7599,,,1509,1601,2409,2317,1766,2472,1879,1467,1349,280,,50,275,2064,781,104,29,13746,678,146,22,,,,31,129,54,2,15985,2,,,,4587,5070,2252,2499,2641,377,85,730,3,1404,328,915,425,3365,974,44,1334,701,16,453,1782,926,3187,,,1182,68,120,16,173,7,90,256,12996,1573,71,333,33,107,24,,17049,32,16295,722,792,603,,,19,65,88,109,243,278,266,318,3,6,,2,13,92,4,3,1215,66,94,15,31,288,8,4,1,738,212,4,0,0,0,0,0,238,854,25,141,137,25,22,211,261,85,80,101,173,24,33,17,1,15,243,56,47,,,1,100,25,67,5,3,40,1106,25,1,10,6,1,3,2,1,,1395,,1362,33,2013,106171395,Nonprofit - Corporation,
106184008,184008,BANNER LASSEN MEDICAL CENTER,LASSEN,Non-Profit - Corporation,General Acute Care Hospital,1800 SPRING RIDGE DRIVE,SUSANVILLE,96130,1-49,Y,N,,St. Helena -- District 1,District 1,District 1,,Susanville,Rural,SMALL/RURAL,,Emergency - Basic,5109,4307,,,963,1048,1921,1113,1066,1122,854,534,536,259,,31,189,698,289,67,1,8141,610,9,10,1,1,5,11,,64,3,8658,44,,,,2849,1992,1290,2355,930,275,16,246,1,637,74,434,124,2562,507,12,671,231,7,397,799,284,2139,,,911,35,91,7,195,2,53,135,6464,1204,48,175,41,43,12,,9416,3,9362,51,459,356,,,25,77,72,80,122,132,108,171,9,19,,4,21,74,5,,684,27,90,8,17,70,2,,,486,95,47,0,0,0,0,0,131,401,59,160,64,17,17,82,161,49,66,68,54,3,5,9,,12,158,51,60,,,3,38,8,55,5,1,29,642,13,1,2,5,3,1,9,3,,815,,814,1,2013,106184008,Nonprofit - Corporation,
106190017,190017,ALHAMBRA HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor - Partnership,General Acute Care Hospital,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91801,100-149,N,N,,Thousand Oaks -- District 27,District 49,District 22,San Gabriel Valley,Alhambra/El Sereno South/San Gabriel Central,Urban,,,Emergency - Basic,6043,4714,,,1147,1103,1589,1494,1456,1555,905,601,779,128,,1726,486,6965,26,56,142,1356,402,545,16,91,,3,,19,101,,9348,208,16,,8,1129,2270,183,5707,1468,190,58,248,3,813,115,623,151,2436,834,20,720,250,2,491,1185,458,2159,1,,933,9,94,3,124,8,79,148,8125,831,17,290,33,38,25,,10757,998,8588,1171,1529,1264,,,14,94,98,240,359,370,533,1085,,,,1351,89,1045,9,10,289,,258,72,80,507,132,2,16,1022,703,1,0,0,0,0,0,725,1679,18,218,153,5,78,410,416,130,204,465,178,35,84,71,11,18,449,67,170,,2,,139,12,87,1,4,96,2394,37,2,6,8,4,,1,2,,2793,1057,1331,405,2013,106190017,Investor - Partnership,
106190034,190034,ANTELOPE VALLEY HOSPITAL,LOS ANGELES,Public - District,General Acute Care Hospital,1600 WEST AVENUE J,LANCASTER,93534,300-499,N,N,Level II,Santa Barbara -- District 23,District 36,District 21,Antelope Valley,Desert View Highlands/Lancaster West/Palmdale Northwest/Quartz Hill,Urban,,,Emergency - Basic,54557,38670,1,,15133,11566,17703,13009,10999,10367,5284,2847,2077,4243,,924,28077,32683,71,908,378,30187,399,5122,138,4,6,,1,,67,19,87107,205,159,,1,55208,10929,2544,11092,13455,4877,617,1743,18,3786,1225,5495,2328,15551,4422,193,7588,6464,311,3538,12813,3256,19002,,1,4662,290,561,29,1170,40,545,801,74805,6733,270,2377,367,464,114,,93228,231,85907,7090,6203,5759,,,412,997,984,1335,2180,1990,1774,1560,299,431,,234,2563,2983,110,3,6058,11,198,311,447,1244,93,,58,8268,1303,40,0,0,0,0,0,4045,4913,368,2057,579,274,199,2110,1743,632,672,728,1647,182,199,271,13,631,1669,235,663,21,3,70,610,94,630,103,26,721,8851,192,25,446,168,27,2,45,22,,11962,49,11021,892,2013,106190034,Public - District,
106190045,190045,CATALINA ISLAND MEDICAL CENTER,LOS ANGELES,Non-Profit - Corporation,General Acute Care Hospital,100 FALLS CANYON ROAD,AVALON,90704,1-49,Y,N,,Gordon Grove -- District 47,District 70,District 26,South Bay,Avalon,Frontier,SMALL/RURAL,,Emergency - Standby,884,798,,,226,212,258,160,160,210,168,121,115,52,,4,7,569,,125,1,976,108,17,,1,,,2,,,,1523,1,,,30,332,276,39,695,340,23,11,71,,114,55,69,51,511,63,11,117,1,1,88,193,74,229,,,174,7,,,13,,,23,1174,219,28,28,1,15,,,1682,,1500,182,9,1,,,,,,,,1,3,6,,,,,,2,,,8,,1,,,,,,,4,5,,0,0,0,0,0,,10,,,,,1,1,,,,,,,,1,,,5,1,1,,,,1,,,,,,9,,,,,,,,,,10,,9,1,2013,106190045,Nonprofit - Corporation,
106190053,190053,ST. MARY MEDICAL CENTER - LONG BEACH,LOS ANGELES,Non-Profit - Corporation,General Acute Care Hospital,1050 LINDEN AVENUE,LONG BEACH,90813,300-499,N,N,Level II,Gordon Grove -- District 47,District 70,District 33,South Bay,Belmont Shore/Long Beach East/Long Beach Shoreline/Los Altos/Naples,Urban,,,Emergency - Basic,26732,22736,,,6860,4727,9532,7518,7193,6342,3202,1339,1029,1726,,1448,13389,20892,228,938,670,11903,622,1980,55,,6,,41,299,,6,46382,77,,,,25041,6397,4544,3391,10095,1980,121,687,8,2403,805,2610,663,8816,3909,38,2979,2590,88,1464,5590,2691,12026,,,2705,85,196,20,963,141,195,581,38722,4093,214,1005,119,265,164,,49468,115,41871,7482,3220,3266,,,137,613,577,851,1327,1129,739,796,206,111,,485,1504,1958,103,46,2369,21,143,314,201,388,234,78,11,4308,758,51,0,0,0,0,0,2407,2317,501,620,641,223,111,1097,748,371,359,732,717,116,88,195,10,186,743,169,534,14,3,70,284,72,334,94,14,248,5096,74,20,122,47,13,1,12,55,,6486,22,5700,764,2013,106190053,Nonprofit - Corporation,
106190066,190066,LOS ANGELES COMMUNITY HOSPITAL AT BELLFLOWER,LOS ANGELES,0,General Acute Care Hospital,9542 ARTESIA BOULEVARD,BELLFLOWER,90706,100-149,N,N,,Norwalk -- District 38,District 5,District 32,East,Bellflower/Paramount South,Urban,,,Emergency - Basic,1462,994,,,490,378,444,372,271,225,87,48,21,120,,140,509,1389,9,40,9,360,16,98,1,3,,,24,,,,2304,4,6,,,1052,131,,769,504,179,8,48,,147,17,154,38,465,120,10,125,46,13,86,517,72,411,,,150,19,11,,26,1,9,19,1951,206,5,41,8,8,2,,2456,6,2087,363,166,224,,,7,49,47,64,104,44,37,38,,,,40,94,134,,3,115,4,2,8,9,2,24,1,23,283,38,,0,0,0,0,0,163,132,,61,34,4,5,29,42,19,24,12,15,1,2,5,,165,49,3,15,,,,4,,5,,,13,361,3,,,1,1,,,2,,390,1,346,43,2013,106190066,Investor - Limited Liability Company,
106190081,190081,BEVERLY HOSPITAL,LOS ANGELES,Non-Profit - Corporation,General Acute Care Hospital,309 WEST BEVERLY BOULEVARD,MONTEBELLO,90640,200-299,N,N,,Norwalk -- District 38,District 58,District 32,East,Pico Rivera/Santa Fe Springs Northwest,Urban,,,Emergency - Basic,15218,12311,,,5029,3437,4385,3870,3004,2672,1691,1275,1218,948,,315,331,24658,3,221,52,1949,2,2209,69,,4,4,,,189,3,24334,159,556,,,13302,6602,606,1669,5350,615,72,415,4,1093,315,1389,359,5401,1699,27,1914,1891,30,961,2735,1083,7526,,,1913,72,187,16,330,76,164,283,20897,2376,116,828,87,136,48,,27529,251,22539,4739,3665,3071,,,125,310,455,671,1000,1096,1153,1517,160,249,,197,110,5651,66,6,704,2,401,262,205,506,2,11,13,4202,1132,2,0,0,0,0,0,2488,3213,30,664,341,64,174,1195,1059,337,446,687,504,143,140,162,6,87,882,175,662,,3,10,365,15,382,11,16,180,5598,74,8,29,22,11,,17,8,,6736,302,3875,2559,2013,106190081,Nonprofit - Corporation,
106190110,190110,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,3828 DELMAS TERRACE,CULVER CITY,90231,300-499,N,N,,Carson -- District 37,District 1,District 30,West,Culver City North/Palms,Urban,,,Emergency - Basic,9938,9530,,1,1626,1692,3297,3046,3087,3365,1620,793,697,246,,590,7948,4738,70,205,31,5887,100,1148,39,1,,334,13,95,459,1,16952,11,,,316,1018,3419,449,9760,4823,261,129,311,8,842,193,634,246,3379,2115,39,826,1295,1,2014,977,536,5663,,,1156,16,83,5,294,11,43,193,14780,2100,47,546,51,65,79,,19469,230,18736,503,3184,3144,,,43,350,510,849,1463,1210,824,1079,,,,217,2721,1057,27,1,2289,16,182,315,137,404,341,13,1,3327,1607,1,0,0,0,0,0,1031,3114,41,1936,206,5,87,693,573,303,370,530,279,140,84,129,24,1854,595,156,504,,2,,199,16,212,15,7,109,5653,40,3,11,39,9,,4,11,,6328,98,6015,215,2013,106190110,Investor - Corporation,
106190125,190125,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,LOS ANGELES,Non-Profit - Corporation,General Acute Care Hospital,1401 SOUTH GRAND AVENUE,LOS ANGELES,90015,300-499,N,N,Level II,Los Angeles -- District 34,District 53,District 30,Metro,Boyle Heights Northwest/Chinatown/Downtown Northwest/Little Tokyo/Westlake,Urban,,,Emergency - Basic,32058,26902,,2,9090,7096,12491,9036,7389,6681,3092,989,543,2554,1,667,20378,32689,39,1003,865,3321,510,1163,87,18,,,113,,786,3,56228,25,29,,,31732,4091,2720,3210,17209,3127,246,872,17,3679,1065,4143,1441,11402,3545,147,3163,2818,212,2945,6357,2504,11279,,,3022,86,293,17,1304,163,182,750,45419,5268,260,1653,122,336,87,,58962,17,43122,15823,4386,4684,,1,428,1160,1103,1372,1798,1329,709,629,291,252,,88,3410,4787,220,62,493,11,195,383,190,304,26,117,6,7198,639,13,0,0,0,0,0,4421,1938,687,449,1576,387,148,1411,1341,434,476,456,1646,171,197,239,30,159,907,277,682,2,8,100,438,36,270,406,39,411,6460,396,25,455,50,20,2,35,28,,9071,11,6190,2870,2013,106190125,Nonprofit - Corporation,
106190148,190148,CENTINELA HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,555 EAST HARDY STREET,INGLEWOOD,90301,300-499,N,N,,San Bernadino -- District 43,District 62,District 35,South Bay,Del Aire/Inglewood West/Los Angeles International Airport,Urban,,,Emergency - Basic,27360,20853,,,5098,4619,9940,7534,6836,6795,3521,1686,1038,1146,,376,30961,12442,,741,,3693,569,773,,,1,,275,,464,,46027,104,,,,25666,6138,519,4787,11103,1934,188,883,9,2234,772,2556,889,9809,3623,122,2878,3209,55,2513,4408,1665,10465,,1,2755,182,348,39,1374,18,186,529,36500,3824,191,1663,145,220,239,,48213,276,44490,3447,8619,6387,,,163,982,965,1992,3340,2755,2448,2354,7,,,150,10714,2816,176,,1145,5,854,838,384,876,219,26,234,10033,1542,,0,0,0,0,0,5601,7237,2,1140,1026,487,368,3118,1750,771,720,1438,1040,323,271,914,41,167,1738,201,1649,6,3,1,498,63,527,49,58,600,12705,153,5,50,41,19,6,30,202,,15006,82,13714,1210,2013,106190148,Investor - Limited Liability Company,
106190159,190159,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,LOS ANGELES,Non-Profit - Corporation,General Acute Care Hospital,21530 SOUTH PIONEER BOULEVARD,HAWAIIAN GARDENS,90716,100-149,N,N,,Norwalk -- District 38,District 63,District 32,East,Cerritos/Hawaiian Gardens,Urban,,,Emergency - Basic,3973,3088,,,715,818,1270,995,1168,898,534,319,272,72,,490,1054,3155,2,419,52,1889,63,203,11,1,7,1,3,,22,5,6609,29,107,,,2253,1149,371,1671,1617,113,32,278,4,566,204,354,66,1495,342,11,499,271,1,406,843,302,1274,,,459,13,57,2,99,15,59,83,5326,655,39,186,32,23,13,,7061,54,6381,626,1185,1016,,,27,85,125,242,372,426,396,528,,,,457,319,727,22,11,663,2,199,66,58,90,11,2,19,923,833,,0,0,0,0,0,498,1308,70,220,105,9,54,289,312,121,261,263,129,66,32,47,7,30,334,76,170,,1,,80,1,98,3,7,196,1747,40,2,3,7,11,1,3,2,,2201,68,1885,248,2013,106190159,Nonprofit - Corporation,
106190170,190170,CHILDREN'S HOSPITAL OF LOS ANGELES,LOS ANGELES,Non-Profit - Corporation,General Acute Care Hospital,4650 SUNSET BOULEVARD,LOS ANGELES,90027,300-499,N,N,Level I - Pediatric,North Hollywood -- District 28,District 43,District 24,Metro,Hollywood South Central/Inner Sunset,Urban,,,Emergency - Basic,29110,34271,,,39289,12990,456,76,42,22,16,2,3,10484,1,2280,3735,49643,23,5096,21,2583,2,2454,8,,,,34,,253,,60625,2,3,,,57600,48,492,5241,,15,478,123,181,4694,505,2123,6946,10192,1552,113,7043,1511,673,345,11456,2451,12980,,,4712,68,471,4,128,7,459,635,52361,3476,108,274,32,612,34,,63381,570,36128,26683,2833,3653,,,1881,157,1,,1,,,,1339,3107,,362,567,4424,497,1,634,1,18,9,47,6,62,,8,6296,40,,0,0,0,0,0,5002,18,41,1183,242,,488,117,992,229,221,338,1010,177,173,400,24,36,1451,166,334,,142,188,378,21,358,24,15,544,4832,106,25,54,4,80,,40,5,,6486,117,4110,2259,2013,106190170,Nonprofit - Corporation,
106190197,190197,COMMUNITY HOSPITAL OF HUNTINGTON PARK,LOS ANGELES,Investor - Corporation,General Acute Care Hospital,2623 EAST SLAUSON AVENUE,HUNTINGTON PARK,90255,50-99,N,N,,Fullerton -- District 40,District 53,District 33,East,Huntington Park/South Gate West/Walnut Park,Urban,,,Emergency - Standby,18369,15069,,,7725,5158,5000,4548,3867,2806,1607,957,566,1204,,,2154,30558,1,108,8,609,1190,4489,23,1,1,,,37,48,2,27642,4,1,,,20077,1528,26,144,11663,909,88,573,12,2817,522,2185,677,6374,978,69,2189,3911,29,1503,4991,1376,4234,1,,2105,75,209,10,506,31,58,293,26398,2741,128,621,73,168,22,,33438,29,21752,11657,2103,1681,,,115,241,359,491,773,658,600,516,14,17,,16,588,3027,11,,141,1,237,433,94,84,5,5,13,2664,248,1,0,0,0,0,0,1855,1319,9,116,485,47,76,627,778,250,159,285,169,46,35,130,17,38,519,78,529,,1,,126,21,99,8,3,75,3383,32,1,6,11,3,,4,12,,3784,6,2149,1629,2013,106190197,,
106190198,190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,4081 EAST OLYMPIC BOULEVARD,LOS ANGELES,90023,100-149,N,N,,Fullerton -- District 40,District 51,District 24,East,City Terrace East/East Los Angeles,Urban,,,Emergency - Standby,2869,2573,,1,1573,769,693,708,556,455,301,86,61,241,,26,232,4719,1,44,10,411,116,408,2,,,,1,,4,14,4760,138,,,,3004,479,30,1049,881,175,25,67,3,683,68,288,107,903,290,13,303,266,4,154,1233,277,584,,,328,2,27,1,36,1,19,63,4482,369,22,54,2,35,2,,5443,8,2645,2790,1150,1609,,,54,81,165,298,625,603,354,306,95,178,,80,491,1350,37,21,779,1,54,87,28,25,46,1,5,1361,1152,,0,0,0,0,0,1333,1342,2,39,43,19,28,231,414,190,234,277,134,176,26,156,25,34,477,135,199,,,4,116,5,54,8,7,125,2380,46,4,6,1,2,1,4,,,2759,27,1949,783,2013,106190198,Investor - Limited Liability Company,
