oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106010983,106010983,010983,VALLEY MEMORIAL HOSPITAL - LIVERMORE,1111 E. STANLEY BOULEVARD,LIVERMORE,94550,,NO,1.2,,05 - East Bay,Alameda,General Acute Care,Non-Profit Corporation (incl. Church-related),Long-Term Care (SN/IC),41,0,9504,8669,,1,2633,2130,2863,3070,2850,1634,912,684,778,620,,1512,995,2759,55,465,118,12270,325,140,29,1,,1,17459,6,1,115,0,0,84,13,2494,3928,2080,7968,1704,416,,26,415,3,834,190,781,524,5837,865,13,1068,603,14,586,1747,618,3634,1553,87,140,12,292,9,11,201,12008,2695,182,747,84,133,20,,18174,2205,1760,,,89,186,351,461,504,568,608,991,81,126,,270,128,346,5,70,29,3117,211,38,173,183,165,38,36,2622,459,40,0,0,0,0,0,432,1841,1492,118,82,144,33,809,4,635,174,181,145,332,86,97,65,2,60,641,82,461,2,12,199,23,436,3,3,3,9,3173,36,10,16,40,11,2,1,,3965,2005
106010987,106010987,010987,WASHINGTON HOSPITAL - FREMONT,2000 MOWRY AVENUE,FREMONT,94538,,NO,2l,,05 - East Bay,Alameda,General Acute Care,District,General Medical / Surgical,337,Basic,17597,14970,,,5096,3521,5417,5259,4793,2950,1604,1449,1322,1156,,964,433,1301,3,528,7756,21582,37,125,65,240,,,31641,19,,69,0,0,139,232,4243,2132,17231,4908,4053,906,,73,710,6,1509,364,1476,787,8179,2074,47,1553,1315,32,1367,3329,1230,7610,2346,186,202,24,474,286,42,321,23141,3936,161,1087,80,249,32,,32567,4092,3344,,,123,349,567,869,975,1031,1420,1811,89,202,,1577,262,619,7,31,,4940,107,85,274,677,79,9,152,5137,910,6,0,0,0,0,0,1357,3559,1869,615,36,112,66,1663,5,1219,360,347,351,557,136,171,107,5,87,1203,176,855,3,13,322,35,209,15,9,7,8,6669,86,6,22,31,13,4,,,7436,2005
106013619,106013619,013619,SAN LEANDRO HOSPITAL,13855 EAST 14TH STREET,SAN LEANDRO,94578,,NO,2h,,05 - East Bay,Alameda,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,124,Basic,11139,8552,5,,1001,1628,3740,3139,3596,2649,1255,1092,1457,139,,1358,8995,879,113,523,483,7345,203,859,81,3,2,,17943,264,1,,0,0,340,,2629,4394,4810,3440,4423,343,2,142,481,1,1028,418,1081,256,4741,1878,18,897,889,3,809,1980,982,3747,1260,86,266,7,489,3,142,164,14384,1774,73,810,94,120,24,,19696,2410,1741,,,30,112,221,436,639,551,741,1421,,,,353,1332,356,7,39,88,1976,131,57,171,351,80,3,68,2357,931,2,0,0,0,0,0,612,2810,397,281,51,8,69,970,,611,317,215,238,340,95,83,45,4,72,660,116,308,,,214,54,557,9,3,273,7,2894,64,,11,24,36,2,3,,4151,2005
106014132,106014132,014132,KAISER FND HOSP - FREMONT,39400 PASEO PADRE PARKWAY,FREMONT,94538,,NO,2l,,05 - East Bay,Alameda,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,106,Basic,10616,8796,80,,2258,2062,2464,2857,2869,2293,1617,1454,1166,452,,1578,718,1579,21,578,10210,4808,496,96,28,,,,18598,1,,,0,0,,273,265,3079,552,14366,1230,171,,39,708,,1022,272,820,350,4079,1079,21,943,728,7,721,1481,487,6564,480,2,2,4,101,,,13,18359,143,13,355,5,7,8,,19492,1804,1617,,,56,119,178,358,494,613,770,833,,,,472,167,470,10,43,23,2236,252,43,155,360,33,1,120,2059,398,,0,0,0,0,0,14,2078,1285,36,8,14,47,800,1,628,150,209,189,241,52,97,42,2,61,502,63,323,,,159,14,269,2,2,4,2,2908,34,,7,15,5,,,,3421,2005
106034002,106034002,034002,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,95642,,NO,4,,06 - North San Joaquin,Amador,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,42,Basic,6452,5628,,,1173,1562,1553,1459,1894,1573,974,842,828,222,,28,51,306,50,30,9,11606,367,94,26,,,,11568,,,14,0,0,,11,2668,1825,2074,5330,183,41,,28,392,10,506,96,632,287,3650,953,24,781,111,6,327,1400,584,2252,1161,50,16,11,90,2,5,214,8276,1536,67,500,23,120,9,,12080,826,763,,,30,79,73,178,220,229,326,431,4,19,,1,3,23,11,1,2,1548,166,11,50,55,5,,17,1002,270,13,0,0,0,0,0,130,931,381,117,30,13,8,344,,287,72,78,64,178,28,41,25,6,15,241,31,157,,1,163,13,47,5,7,14,9,1279,17,,17,15,2,,1,,1589,2005
106040802,106040802,040802,BIGGS GRIDLEY MEMORIAL HOSPITAL,240 SPRUCE STREET,GRIDLEY,95948,Level IV,NO,9,,01 - Northern California,Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,28,Basic,3221,2671,,,769,858,870,768,819,515,379,443,340,131,,17,28,1322,21,161,1,4342,3,,,,,,5883,,,,0,0,,6,2349,1210,223,1445,665,39,,3,159,7,433,100,336,170,1876,358,12,367,39,,127,669,392,805,569,18,11,5,49,5,21,111,4014,811,27,176,2,72,1,,5892,249,170,,,10,11,13,27,42,45,116,153,,2,,2,1,52,2,7,,355,35,3,16,2,29,1,,243,90,,0,0,0,0,0,59,303,24,30,3,,4,71,,69,27,35,3,58,6,4,7,,,95,12,28,,,41,9,,,,3,2,357,2,,2,2,,,1,,419,2005
106040875,106040875,040875,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,95969,,NO,8,,01 - Northern California,Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,101,Basic,8908,6495,,,1336,1781,2141,1787,2383,1818,1027,1158,1657,315,,40,61,342,,109,206,14645,140,57,31,,,,15086,1,,,0,0,88,,6130,4325,424,3354,1170,85,,30,566,6,935,179,753,283,3716,1154,24,953,542,5,591,1750,799,3032,1337,70,112,14,89,1,27,177,11382,1611,69,416,22,66,10,,15403,1489,1173,,,33,65,96,212,301,370,533,1010,18,24,,6,4,37,3,3,5,2604,144,29,109,459,22,,26,1298,571,4,0,0,0,0,0,292,1869,327,154,20,12,34,606,1,390,104,113,239,333,39,84,26,2,6,425,66,180,1,1,229,29,151,2,1,4,10,2161,36,2,13,18,5,1,,,2662,2005
106040937,106040937,040937,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,95966,Level III,NO,10,,01 - Northern California,Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,133,Basic,14990,11494,1,,2359,3126,4245,4027,5680,2977,1591,985,813,682,,696,878,1510,1403,57,37,21904,168,295,49,,,1,25571,14,,387,0,0,,,13219,4621,1322,4493,2830,364,,18,496,6,1485,300,1291,542,6426,2936,46,1869,253,9,1016,3099,1501,4828,1790,58,66,25,278,86,,229,20467,2365,225,693,51,121,31,,26485,3048,2618,,,149,297,387,763,889,934,970,1078,79,120,,117,141,276,138,38,6,4950,268,172,105,426,35,2,30,3947,675,6,0,0,0,0,0,1305,3017,680,585,79,56,37,963,1,820,255,284,250,634,117,160,76,,73,1014,289,629,,8,289,97,320,20,12,11,57,4652,82,12,48,44,18,1,3,,5666,2005
106040962,106040962,040962,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,1531 ESPLANADE,CHICO,95926,Level II,NO,7.1,,01 - Northern California,Butte,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,208,Basic,12150,11514,,,2034,2844,4816,2778,3159,2532,1672,1549,1796,484,,327,620,2627,174,889,98,18929,49,150,61,4,2,1,23067,61,2,82,0,0,184,1,4383,5696,1692,8568,3325,442,,36,743,2,1190,374,1169,322,6397,1423,29,879,560,13,1095,1997,884,6109,1490,143,222,19,484,39,2,239,16879,2555,221,1111,110,142,8,,23664,3190,3237,,,199,350,404,605,921,920,1130,1761,44,93,,60,87,471,35,165,26,5583,133,75,285,649,373,70,50,3892,891,9,0,0,0,0,0,1099,3777,1176,289,86,28,44,1268,10,1019,301,369,211,1064,144,176,102,1,41,1177,146,316,1,9,474,51,342,49,30,7,26,4969,75,29,291,71,7,5,1,,6427,2005
106050932,106050932,050932,MARK TWAIN ST. JOSEPHS HOSPITAL,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,,NO,12,,06 - North San Joaquin,Calaveras,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,48,Basic,4795,4443,1,1,864,1428,1173,1153,1337,1114,748,675,592,156,,41,107,457,25,75,144,8391,198,208,24,1,1,1,8694,5,,52,0,0,5,51,1763,1647,1681,2920,1229,90,,14,299,1,727,153,480,214,3031,529,19,516,313,5,387,978,450,1034,909,75,88,22,107,40,57,237,5823,1316,67,349,30,99,21,,9240,654,587,,,28,42,58,157,159,221,239,320,2,15,,6,8,40,4,11,8,1164,80,3,47,127,7,,1,803,173,,0,0,0,0,0,134,763,244,77,23,15,24,271,2,227,44,58,49,157,24,20,23,,21,207,35,63,,1,108,23,62,5,20,43,7,916,15,6,12,14,6,4,,,1241,2005
106060870,106060870,060870,COLUSA REGIONAL MEDICAL CENTER,199 EAST WEBSTER STREET,COLUSA,95932,Level IV,NO,15,,01 - Northern California,Colusa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,42,Standby,3257,3289,,,989,882,958,792,755,646,489,427,347,261,,86,61,2471,99,58,2,3769,200,28,8,9,,,6196,63,,,0,0,42,,1937,1227,769,1769,844,86,,47,191,4,400,122,240,241,2072,439,36,414,128,4,159,769,258,936,485,29,56,6,61,48,17,105,4593,784,42,202,27,61,30,,6546,276,245,,,6,26,26,36,72,86,109,148,4,8,,7,7,97,3,1,,406,40,8,17,33,6,,2,329,86,,0,0,0,0,0,70,330,70,46,5,3,3,124,,84,29,27,43,43,15,8,5,,5,97,13,21,1,,29,11,14,,4,9,2,437,2,1,5,7,,,,,521,2005
106070904,106070904,070904,DOCTORS MEDICAL CENTER - SAN PABLO CAMPUS,2000 VALE ROAD,SAN PABLO,94806,,NO,18f,,05 - East Bay,Contra Costa,General Acute Care,District,General Medical / Surgical,247,Basic,22934,17270,1,,4657,4373,6848,5852,6315,4670,2521,1831,1834,1304,,2578,16015,10381,76,823,174,10158,424,425,97,10,2,1,38992,121,3,36,0,0,94,,6735,3387,6487,15898,7698,1058,,133,853,6,1849,528,1993,1027,8487,3468,64,2166,1320,52,925,4257,2120,9899,2477,173,228,20,813,19,95,406,30562,3528,168,1167,90,274,184,1,40205,2733,2129,,,49,246,302,548,715,835,938,1226,3,,,504,1776,608,7,115,12,1840,93,117,260,491,51,14,53,2946,834,3,0,0,0,0,0,1267,2419,853,306,17,63,62,1278,2,695,280,289,264,420,67,165,35,6,55,785,135,258,2,1,187,51,479,15,25,347,14,3584,64,3,23,30,7,3,30,,4862,2005
