oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,CONTROL_TYPE_DESC,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,CONGRESSIONAL_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,SENATE_DISTRICT_DESC,LA_COUNTY_SPA_DESC,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,TYPE_CONTROL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unknown,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,oshpd9,a_Dx_Invalid
106190382,190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,Investor - Partnership,General Acute Care Hospital,1300 NORTH VERMONT AVENUE,LOS ANGELES,90027,300-499,NA,NA,,North Hollywood -- District 28,District 43,District 24,Metro,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,Urban,,,Investor,Emergency - Basic,14257,13138,,472,1995,6239,5560,4809,4161,2106,1163,746,144,,1801,4106,12176,33,3192,39,6048,283,3380,70,10,3,1,159,,360,23,22976,129,1,,,3620,2887,90,10922,9876,1695,114,546,6,1280,379,1684,498,5065,2278,70,1438,2349,33,1841,1722,1114,5283,,,1529,78,246,14,589,19,107,235,21574,1883,111,712,110,81,107,,27395,1450,19748,6197,2868,2778,,77,376,437,649,970,931,938,1257,9,2,,1101,646,1984,682,3,1227,3,104,250,252,281,278,43,,3416,1022,,0,0,0,0,0,1979,1998,954,146,569,162,107,1092,843,262,338,722,434,130,157,155,10,57,542,132,487,,8,8,289,21,269,25,27,361,4496,55,5,21,25,17,3,9,23,,5646,1056,3231,1359,2012,106190382,
106190385,190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,15031 RINALDI STREET,MISSION HILLS,91345,300-499,NA,NA,Level II,Glendale - District 29,District 39,District 18,San Fernando Valley,GRANADA HILLS/MISSION HILLS/PORTER RANCH,Urban,,,Non-Profit,Emergency - Basic,38216,28542,3,14411,8682,10615,8347,6790,5533,3687,2865,2855,2976,,1198,2528,49246,16,1290,167,12316,858,380,96,19,3,5,,72,155,1,64975,196,,,1,31010,8760,2713,13756,10522,2029,224,1000,7,3918,712,4206,2004,13962,3491,87,4705,2090,118,1558,9504,2772,14373,,1,4316,173,698,27,551,47,363,830,51525,5998,233,1588,62,319,31,,66761,522,53257,12982,5466,5177,1,225,721,757,1045,1517,1741,1953,2644,41,,,496,499,5276,205,13,4153,2,256,162,321,1068,223,37,91,6814,1656,16,0,0,0,0,0,2107,5683,172,1946,736,138,157,1992,1704,448,741,740,1612,215,322,248,6,78,1116,269,819,,5,34,631,49,839,152,40,608,7634,189,34,351,38,32,1,27,19,,10644,262,8021,2361,2012,106190385,
106190392,190392,GOOD SAMARITAN HOSPITAL-LOS ANGELES,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,300-499,NA,NA,,Los Angeles -- District 34,District 53,District 24,Metro,BOYLE HEIGHTS NORTHWEST/CHINATOWN/DOWNTOWN NORTHWEST/LITTLE TOKYO/WESTLAKE,Urban,,,Non-Profit,Emergency - Basic,12306,10483,,1095,1666,4863,3870,3414,3217,2101,1209,922,432,,2042,4539,10749,11,217,160,5071,832,2441,90,,,1,,,442,,18970,13,,,,4023,3493,290,7536,7447,1225,100,716,5,1569,357,1176,374,4764,1217,54,1136,662,49,1515,1552,734,5584,,,1486,36,83,6,489,33,93,167,17709,1724,96,598,107,88,74,,22789,1158,14719,6912,2709,2478,,55,258,277,399,639,975,1120,1460,4,,,1341,879,1903,23,8,1030,3,109,100,288,436,116,61,15,3154,907,1,0,0,0,0,0,530,2773,19,1337,528,63,66,1275,798,311,297,549,367,115,118,160,9,62,607,57,324,2,5,2,296,37,246,10,17,301,4158,55,2,12,21,10,3,6,13,,5187,1026,2628,1533,2012,106190392,
106190400,190400,HUNTINGTON MEMORIAL HOSPITAL,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,100 W. CALIFORNIA BOULEVARD,PASADENA,91105,500+,NA,NA,Level II,Thousand Oaks -- District 27,District 41,District 25,San Gabriel Valley,PASADENA SOUTH/SAN MARINO/SOUTH PASADENA,Urban,,,Non-Profit,Emergency - Basic,23192,19297,1,5297,4308,6606,5709,5426,5197,3452,2369,2856,1270,,2811,7022,14703,38,1374,48,16494,196,354,83,37,7,2,315,,196,101,40099,213,887,,,11574,7785,1038,15365,6728,1240,136,1030,6,2239,583,2253,871,10736,2408,68,2500,1442,54,2001,3400,1259,10264,,,3929,101,264,28,568,22,278,445,30038,4407,286,1781,103,205,35,,42490,1035,37064,4391,7072,6618,,400,949,1063,1515,1941,2040,1891,3379,216,296,,1170,2059,3308,289,23,6837,4,431,184,323,1544,393,,445,8431,1936,3,0,0,0,0,0,2228,6845,98,3463,1056,134,270,2062,1939,602,751,1059,1921,315,347,452,16,1187,1351,344,873,3,19,45,1003,153,1194,127,82,695,9569,266,62,254,165,50,6,47,17,,13690,784,11516,1390,2012,106190400,
106190413,190413,CITRUS VALLEY MEDICAL CENTER - IC CAMPUS,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,210 W. SAN BERNARDINO ROAD,COVINA,91723,150-199,NA,NA,,Monterey Park -- District 32,District 48,District 22,San Gabriel Valley,ASUZA/CHARTER OAK/COVINA,Urban,,,Non-Profit,Emergency - Basic,8273,6250,,1446,1703,2252,1886,1990,1936,1254,984,836,236,,751,868,8063,24,206,10,4601,285,310,42,7,4,2,37,,287,5,13312,228,4,,,846,3085,83,7717,2792,235,117,533,7,720,193,771,150,2873,1265,74,652,539,10,640,1313,660,3770,1,,946,39,133,5,136,3,155,162,11305,1122,59,326,63,58,11,,14523,460,12267,1796,3532,3219,,95,656,602,794,1121,1052,1003,1428,,,,526,406,2851,54,9,2901,4,217,135,172,346,143,64,118,4418,1128,10,0,0,0,0,0,1916,3284,47,857,647,16,83,1188,801,248,276,417,418,103,137,119,9,1516,549,130,736,,5,,228,31,222,14,10,191,5867,52,3,11,92,17,1,6,6,,6751,366,5386,999,2012,106190413,
106190422,190422,TORRANCE MEMORIAL MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,3330 WEST LOMITA BOULEVARD,TORRANCE,90505,300-499,NA,NA,,San Bernadino -- District 43,District 66,District 26,South Bay,HARBOR GATEWAY SOUTH/LOMITA/TORRANCE EAST CENTRAL,Urban,,,Non-Profit,Emergency - Basic,24232,17788,,4212,4258,5180,5168,5439,5056,3952,3680,4183,892,,4821,5125,9487,189,4737,22,17639,383,238,53,4,5,,5,,,2,40709,621,,,,6419,9601,675,21050,4275,520,180,1470,12,1287,732,2149,146,9239,3755,95,1593,266,19,881,2418,1399,15859,,,3528,63,340,21,301,1007,130,301,31385,3669,152,874,30,172,47,,42020,960,38024,3036,7568,6283,,258,483,734,1082,1793,2228,2672,4191,168,242,,1992,1364,1746,1186,110,7422,31,172,100,457,1207,149,32,155,9053,2526,,0,0,0,0,0,741,7090,86,5410,524,92,267,2833,2471,613,764,1040,1273,243,412,319,14,126,1572,333,1428,1,14,36,761,81,1036,13,48,828,10643,224,28,46,51,46,6,27,13,,13851,759,12116,976,2012,106190422,
106190429,190429,KAISER FND HOSP - LOS ANGELES,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,4867 SUNSET BOULEVARD,LOS ANGELES,90027,300-499,NA,Teaching,,North Hollywood -- District 28,District 43,District 24,Metro,HOLLYWOOD SOUTH CENTRAL/INNER SUNSET,Urban,,Teaching,Non-Profit,Emergency - Basic,33134,29861,1,4954,4982,10487,9379,8647,8150,6783,4961,3713,940,,6507,8433,26608,151,3396,2499,15402,245,849,17,116,29,6,,17,802,7,60559,155,,1,193,7288,12574,130,35123,7881,1034,300,1625,26,4654,1368,4004,1316,12908,4529,150,3574,2029,57,3097,5351,2591,14381,,2,4066,121,583,15,591,62,270,615,48464,6008,241,1459,168,282,51,,62996,1986,50263,10747,4323,4751,,315,674,628,945,1432,1725,1598,1376,101,280,,1268,1313,3369,198,15,2883,28,167,135,218,1198,79,12,41,6523,700,1,0,0,0,0,0,407,3836,9,4315,507,115,200,1650,1749,436,478,829,761,287,357,271,32,534,555,189,587,1,23,20,313,13,452,23,9,533,7575,92,1,16,20,10,1,8,8,,9074,350,7217,1507,2012,106190429,
106190431,190431,KAISER FND HOSP - SOUTH BAY,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,25825 SOUTH VERMONT AVENUE,HARBOR CITY,90710,200-299,NA,NA,,Los Angeles -- District 33,District 66,District 35,South Bay,HARBOR GATEWAY SOUTH/LOMITA/TORRANCE EAST CENTRAL,Urban,,,Non-Profit,Emergency - Basic,28424,21264,2,4853,4802,6930,5658,6197,6337,5143,4891,3914,965,,3639,15935,14686,96,2481,2995,9858,675,586,26,278,38,2,2,21,453,1,47354,223,,1,30,6067,11453,259,27979,3932,1388,321,1880,14,2615,1361,2832,890,11330,3556,109,2363,1526,80,1391,3690,1748,12596,,,3695,139,543,17,424,10,329,432,36607,5513,186,1317,174,275,29,,49690,569,44885,4236,3555,3123,,109,329,372,630,998,1162,1450,1500,44,84,,717,2199,1547,96,50,2056,13,297,62,212,1215,32,1,57,4319,482,1,0,0,0,0,0,263,3644,11,2525,235,68,150,1075,1233,395,436,1023,489,142,235,117,13,70,659,223,343,,2,5,247,16,508,10,15,427,5293,99,5,12,11,14,1,16,4,,6678,98,6091,489,2012,106190431,
106190432,190432,KAISER FND HOSP - PANORAMA CITY,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,13652 CANTARA STREET,PANORAMA CITY,91402,200-299,NA,NA,,Glendale - District 29,District 46,District 18,San Fernando Valley,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,,,Non-Profit,Emergency - Basic,25548,21074,1,4638,4451,6825,5729,5597,5877,4904,3902,3769,931,,4006,3247,22441,107,462,520,15840,219,297,25,100,22,4,19,15,468,6,44874,158,1,,415,5777,10374,98,25014,5360,692,244,1559,10,2623,889,2949,1098,8889,3113,113,2712,1166,57,1784,3780,1548,13394,,3,3219,111,542,19,372,58,352,509,35993,3840,164,1088,63,247,46,,46623,1151,39073,6399,3178,3168,,124,355,340,551,865,1167,1227,1567,52,98,,560,469,2031,13,29,3230,14,269,58,206,833,60,10,67,4206,636,1,0,0,0,0,0,268,3540,6,2302,230,53,118,1165,1359,355,437,607,569,96,141,132,11,110,757,130,289,,5,12,338,25,388,10,34,431,4953,62,6,20,23,15,,21,20,,6346,199,5405,742,2012,106190432,
106190434,190434,KAISER FND HOSP - WEST LA,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,6041 CADILLAC AVENUE,LOS ANGELES,90034,200-299,NA,NA,,Carson -- District 37,District 54,District 30,Metro,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,Urban,,,Non-Profit,Emergency - Basic,34845,25797,3,5080,5055,9943,7422,7208,7760,6548,5346,5222,1061,,1920,29516,13192,196,2395,2967,10459,584,314,44,298,73,4,13,12,435,5,58304,85,,4,470,8502,13837,151,30247,7908,1314,372,2143,21,3069,1389,3250,1068,13496,4531,161,3064,1547,54,1970,4820,2794,15579,,3,3835,113,523,26,669,76,438,583,45718,6168,243,1852,99,246,56,,60645,600,55262,4783,3136,2542,,79,374,336,527,775,1024,1154,1406,1,2,,268,2989,904,67,40,1392,18,314,40,194,864,44,5,20,3687,510,,0,0,0,0,0,215,3150,5,2035,273,105,227,943,1126,314,335,997,313,126,153,81,6,57,530,137,224,,3,1,143,24,296,7,14,344,4730,40,4,14,21,17,,17,7,,5678,72,5195,411,2012,106190434,
106190470,190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,4101 TORRANCE BOULEVARD,TORRANCE,90503,300-499,NA,NA,,Los Angeles -- District 33,District 66,District 26,South Bay,REDONDO BEACH CENTRAL AND SOUTH/TORRANCE WEST CENTRAL,Urban,,,Non-Profit,Emergency - Basic,30838,23106,1,8425,5604,8377,7217,6312,5518,3718,3099,3584,2091,,3815,8538,18078,28,3025,166,20295,1137,539,101,78,12,1,,246,331,,50836,664,,,,15554,9485,3234,18050,7622,1460,228,1389,18,2455,816,2761,1281,11642,2800,125,3170,3778,86,1525,5305,1918,13187,,1,3854,155,404,17,446,161,48,430,42315,4160,234,1351,106,210,54,,53945,994,49405,3546,6977,5764,,243,611,842,1256,1797,2037,2232,3316,154,253,,1632,2030,2867,455,25,5725,7,252,174,394,945,291,17,65,8389,2214,,0,0,0,0,0,1983,6607,215,3101,835,124,254,2477,2094,460,810,1153,1040,354,327,310,15,151,1339,311,1485,,8,29,649,36,420,25,20,314,10953,136,26,47,45,18,4,19,29,,12741,470,11296,975,2012,106190470,
106190475,190475,COMMUNITY HOSPITAL LONG BEACH,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1720 TERMINO AVENUE,LONG BEACH,90804,200-299,NA,NA,,Gordon Grove -- District 47,District 70,District 33,South Bay,BIXBY KNOLLS/LONG BEACH CENTRAL,Urban,,,Non-Profit,Emergency - Basic,10361,8572,,1527,1906,3837,2878,3209,2588,1225,621,896,246,,694,4534,3907,16,357,3,9422,854,441,30,6,,,115,,35,,17008,160,284,,,5558,3075,308,5502,4490,339,152,464,4,1036,245,987,391,4480,1439,41,1322,453,1,1083,1888,1012,3596,,,1521,43,200,4,327,20,62,238,13858,1740,118,606,56,82,58,,18933,58,18419,456,1756,1816,,58,367,327,528,672,521,368,731,,,,198,638,422,43,,2264,7,156,140,127,243,80,3,12,2248,562,1,0,0,0,0,0,683,1800,37,518,534,8,55,403,358,181,120,259,219,42,23,93,1,1075,391,57,287,,,,186,9,160,9,3,88,2850,86,4,8,115,8,3,9,34,,3572,28,3460,84,2012,106190475,
106190500,190500,MARINA DEL REY HOSPITAL,LOS ANGELES,Investor - Corporation,General Acute Care Hospital,4650 LINCOLN BOULEVARD,MARINA DEL REY,90292,100-149,NA,NA,,Los Angeles -- District 33,District 62,District 26,West,BALDWIN HILLS/CULVER CITY SOUTH/FOX HILLS/LADERA HEIGHTS/MARINA DEL REY/VIEW PARK/WINDSOR HILLS,Urban,,,Investor,Emergency - Basic,9941,9248,,936,1431,3797,3367,2984,2655,1625,1114,1176,104,,647,4391,2563,40,1553,681,9314,542,989,41,22,5,3,,,156,,17372,59,,,,475,3397,649,10369,4299,278,50,412,3,916,345,1013,253,6084,903,22,948,657,,1107,1414,844,3940,,,1790,79,225,5,309,8,79,286,12583,2549,194,835,63,78,106,,19189,251,18309,629,1529,1383,,23,141,183,298,368,500,537,862,,,,146,603,249,161,72,1674,7,180,121,71,277,68,19,19,1661,494,2,0,0,0,0,0,219,1722,38,767,166,9,52,557,476,128,136,284,295,68,65,110,2,37,294,68,331,,,,207,12,85,11,4,97,2362,42,13,18,22,10,2,8,19,,2912,25,2797,90,2012,106190500,
106190517,190517,PROVIDENCE TARZANA MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,18321 CLARK STREET,TARZANA,91356,200-299,NA,NA,,Los Angeles -- District 30,District 45,District 27,San Fernando Valley,ENCINO/TARZANA/WARNER CENTER/WOODLAND HILLS,Urban,,,Non-Profit,Emergency - Basic,15199,11229,5,3828,2817,3512,3457,2975,2920,2074,1665,2357,828,,353,1401,4820,4,460,41,19354,252,296,38,59,14,4,,31,157,6,25467,109,,,,6773,5286,1237,8595,4542,797,95,467,6,1168,264,1250,471,5835,1640,26,1763,1436,54,762,2384,1071,6944,,,2073,102,301,9,171,2,212,371,19443,2783,89,695,47,114,21,,26433,140,25619,674,4941,3753,,230,359,479,512,791,1079,1484,3328,166,266,,200,250,826,80,5,7333,,115,131,248,1420,120,44,188,4846,1582,,0,0,0,0,0,1141,5354,136,1802,261,365,187,1501,1223,386,514,983,747,195,235,213,17,61,1009,239,775,,16,28,492,40,664,5,17,583,6618,145,10,23,19,38,,22,18,,8694,133,8369,192,2012,106190517,
106190521,190521,MEMORIAL HOSPITAL OF GARDENA,LOS ANGELES,Investor - Partnership,General Acute Care Hospital,1145 W. REDONDO BEACH BLVD.,GARDENA,90247,150-199,NA,NA,,San Bernadino -- District 43,District 66,District 35,South Bay,GARDENA SOUTHEAST/HARBOR GATEWAY CENTRAL/LAWNDALE SOUTH/MONETA/REDONDO BEACH NORTH/TORRANCE NORTH,Urban,,,Investor,Emergency - Basic,17054,12129,,3899,3408,6488,4552,3748,3164,1576,789,548,1011,,365,15734,9829,31,1109,281,1834,874,2105,68,6,1,,2,120,132,3,25681,102,32,57,,13381,2047,827,2685,10243,1558,111,545,4,1425,426,1754,464,5952,1667,97,1694,1950,26,1258,3205,1192,5855,,,1634,68,198,12,666,134,90,377,22326,2240,138,1047,78,129,46,,29183,161,25653,3369,3121,2264,,83,529,493,622,1163,908,748,836,3,,,212,2793,1550,155,73,585,17,217,283,158,273,19,21,13,3276,1122,3,0,0,0,0,0,2208,2266,24,381,506,530,96,1056,675,314,333,471,297,62,134,188,15,56,712,126,315,3,2,,160,10,170,9,76,287,4497,79,8,11,22,10,1,8,37,,5385,32,4610,743,2012,106190521,
106190522,190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,1420 SOUTH CENTRAL AVENUE,GLENDALE,91204,300-499,NA,NA,,North Hollywood -- District 28,District 43,District 25,San Fernando Valley,ATWATER VILLAGE/GLENDALE CENTRAL/GLENDALE SOUTHWEST/GRIFFITH PARK,Urban,,,Non-Profit,Emergency - Basic,14579,12098,,2819,2613,4006,3654,3447,3061,2381,2139,1817,740,,1398,986,10722,10,3264,74,10223,126,712,41,34,2,,,,75,1,25151,87,448,,,10826,5170,1282,5378,4021,754,60,761,3,1267,334,1374,594,5776,1393,37,1239,1333,71,1102,2124,1033,7422,,,1864,67,288,13,223,22,35,263,20419,2531,85,648,36,172,11,,26677,2455,21067,3155,3250,2955,,47,264,342,452,792,1071,1392,1821,24,,,564,147,1582,668,21,3222,1,120,181,218,763,169,69,140,3604,939,2,0,0,0,0,0,1881,3307,24,696,297,110,100,1575,931,273,425,519,416,137,178,124,4,77,714,150,450,,,22,318,10,308,8,18,235,5208,41,5,14,17,5,,10,8,,6205,1463,3945,797,2012,106190522,
106190524,190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,100-149,NA,NA,,Glendale - District 29,District 46,District 18,San Fernando Valley,NORTHRIDGE SOUTH/RESEDA NORTH,Urban,,,Investor,Emergency - Basic,7411,6505,3,1796,1947,2196,2308,1957,1693,961,438,365,258,,4,1558,8354,3,784,8,3208,217,142,14,11,3,,,86,21,17,12843,242,1,3,319,7380,1972,216,932,3419,255,31,258,1,817,144,788,634,2866,906,23,1039,671,7,1286,1551,544,2098,,,841,39,115,7,260,9,37,181,10680,1190,48,379,25,58,50,,13919,317,9224,4378,2177,2738,,96,543,593,797,957,655,551,723,,,,421,804,1508,4,3,2170,5,31,195,76,325,143,8,1,3065,1071,,0,0,0,0,0,1790,2246,44,406,429,5,54,499,411,186,225,323,254,31,49,145,4,2090,374,95,169,,1,,144,22,140,23,49,187,4099,90,1,9,106,7,1,19,18,,4915,272,3886,757,2012,106190524,
106190525,190525,LONG BEACH MEMORIAL MEDICAL CENTER,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,2801 ATLANTIC AVENUE,LONG BEACH,90806,300-499,NA,Teaching,Level II & Level II - Ped,Gordon Grove -- District 47,District 70,District 33,South Bay,BIXBY KNOLLS/LONG BEACH CENTRAL,Urban,,Teaching,Non-Profit,Emergency - Basic,38155,30530,,16731,8744,10641,7825,6788,5347,3305,1988,1823,5493,,4147,16843,31140,76,2386,2562,11531,593,2198,67,13,3,12,7,22,363,,65031,294,81,1,,16678,6218,2959,31944,10886,2420,428,1100,33,3437,663,4179,1389,13052,3888,113,3929,1950,165,1169,8003,2661,20104,1,1,4405,152,189,23,743,48,121,563,55391,4620,306,1724,86,290,24,,68685,966,57979,9740,8058,6760,,198,1431,1293,1827,2487,2575,2197,2805,1,4,,1937,3342,3994,207,59,5257,22,566,191,414,1432,259,2,63,10059,1819,13,0,0,0,0,0,3238,6777,228,2977,1598,187,463,3093,2177,865,936,854,1682,405,442,438,22,139,1266,371,1471,,7,,688,45,450,127,8,175,12511,372,41,308,33,24,,22,14,,14818,667,12551,1600,2012,106190525,
106190529,190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,LOS ANGELES,Nonprofit - Corporation,General Acute Care Hospital,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,300-499,NA,NA,,Thousand Oaks -- District 27,District 49,District 22,San Gabriel Valley,ARCADIA CENTRAL AND NORTHEAST/BRADBURY/MONROVIA/SIERRA MADRE,Urban,,,Non-Profit,Emergency - Basic,16788,13130,,4204,3326,4167,3511,3572,3237,2552,1989,2436,924,,3470,2146,13094,6,1365,,9837,912,352,79,,2,1,1,205,88,7,28139,132,,,,1659,6123,542,16565,5029,700,50,699,2,1408,400,1493,418,7659,1660,45,1573,1042,36,1060,2573,1093,8007,,,2839,109,261,18,317,32,158,376,20970,3390,152,938,120,197,41,,29918,861,26956,2101,5901,4727,,109,391,533,923,1380,1758,1932,3533,15,54,,1650,605,2989,337,1,5039,7,238,173,373,805,466,112,,6224,2236,1,0,0,0,0,0,557,6407,106,2970,588,91,153,2236,1558,459,670,1177,1054,252,282,295,12,140,1149,221,864,,8,7,764,62,672,13,36,445,8283,164,10,36,48,42,3,28,21,1,10628,903,8803,922,2012,106190529,
106190534,190534,OLYMPIA MEDICAL CENTER,LOS ANGELES,Investor - Limited Liability Company,General Acute Care Hospital,5900 WEST OLYMPIC BLVD,LOS ANGELES,90036,200-299,NA,NA,,Carson -- District 37,District 50,District 26,Metro,HANCOCK PARK/MID-CITY WEST/PARK LA BREA,Urban,,,Investor,Emergency - Basic,10979,9253,,1188,1615,3732,3344,3306,3206,1679,925,1108,129,,748,9032,3877,,1619,32,4924,809,512,77,36,1,4,92,,137,,18333,127,104,,,6745,3682,1207,3642,4956,291,119,524,1,930,286,1149,433,5270,921,34,1847,986,2,1342,1644,965,3487,,1,1428,72,153,5,459,21,208,208,14176,2482,106,715,103,76,20,,20232,403,18397,1432,2206,1754,,23,132,206,375,584,657,716,1267,,,,271,1741,507,239,5,1195,2,142,116,179,477,51,13,105,1643,1232,2,0,0,0,0,0,496,2789,34,414,227,8,74,545,518,239,349,678,304,132,49,121,5,46,440,123,329,,,,188,26,312,1,9,279,3038,59,4,7,19,7,,7,4,,3960,276,3411,273,2012,106190534,
106190547,190547,MONTEREY PARK HOSPITAL,LOS ANGELES,Investor - Partnership,General Acute Care Hospital,900 SOUTH ATLANTIC BOULEVARD,MONTEREY PARK,91754,100-149,NA,NA,,Thousand Oaks -- District 27,District 49,District 22,San Gabriel Valley,MONTEBELLO NORTH/MONTEREY PARK/SOUTH SAN GABRIEL,Urban,,,Investor,Emergency - Basic,7024,4689,1,1886,1339,1884,1432,1199,1127,849,664,717,617,,482,118,10649,,28,,437,323,197,2,4,,,1,,27,,11140,16,4,,,1353,1726,190,6865,1580,647,37,211,2,1031,209,808,211,2354,585,20,825,217,66,571,1350,454,2116,,,818,24,187,5,76,7,69,132,9027,1066,43,188,15,42,15,,11714,40,7301,4373,1185,778,,57,102,122,191,258,340,343,485,15,50,,103,51,1742,9,,58,,86,49,40,268,6,2,,1312,200,,0,0,0,0,0,732,830,23,295,83,72,76,295,360,162,155,113,104,32,38,32,2,15,251,75,171,,,10,63,7,115,3,4,87,1642,19,,1,3,5,,9,5,,1963,12,808,1143,2012,106190547,
